Team_1,Team_2,Map1_Team1_Score,Map1_Team2_Score,Map2_Team1_Score,Map2_Team2_Score,Map3_Team1_Score,Map3_Team2_Score,winner
Movistar Riders,forZe,8,16,6,16,0,0,forZe
SJ,Copenhagen Flames,16,7,16,10,0,0,SJ
CR4ZY,Nordavind,16,11,19,17,0,0,CR4ZY
selectah,FATE,11,16,19,15,8,16,FATE
Galaxy Racer,AVEZ,22,19,16,14,0,0,Galaxy Racer
forZe,Copenhagen Flames,16,8,16,14,0,0,forZe
Secret,Heretics,7,16,22,20,17,19,Heretics
x6tence,HAVU,14,16,16,13,25,28,HAVU
Nordavind,SKADE,16,9,10,16,12,16,SKADE
FATE,Izako Boars,13,16,22,20,8,16,Izako Boars
AVEZ,Singularity,16,7,12,16,11,16,Singularity
Nordavind,forZe,16,19,16,14,13,16,forZe
K23,SJ,16,12,16,9,0,0,K23
CR4ZY,HellRaisers,5,16,5,16,0,0,HellRaisers
Paradox,Bantz,16,5,16,3,0,0,Paradox
ORDER,TRUCKERS WITH ATTITUDE,16,13,16,5,0,0,ORDER
selectah,KOVA,16,14,9,16,17,19,KOVA
Wisla Krakow,Galaxy Racer,16,11,16,8,0,0,Wisla Krakow
Yeah,Positive Vibes Only,16,13,16,13,0,0,Yeah
Positive Vibes Only,Mythic,13,16,16,9,11,16,Mythic
Kinship,New England Whalers,16,13,17,19,3,16,New England Whalers
OG,PACT,9,16,16,13,16,5,OG
Mythic,Hc,16,3,16,8,0,0,Mythic
FURIA,Liquid,11,16,19,16,16,11,FURIA
Positive Vibes Only,Brazen,16,6,16,8,0,0,Positive Vibes Only
AVEZ,Espada,16,13,8,16,12,16,Espada
FATE,PENTA,16,14,16,12,0,0,FATE
9INE,Dr. Pepper,16,5,16,14,0,0,9INE
HellRaisers,Cyber Legacy,5,16,9,16,0,0,Cyber Legacy
Wisla Krakow,PENTA,0,1,16,3,13,16,PENTA
HAVU,c0ntact,16,6,22,18,0,0,HAVU
Heroic,BIG,11,16,12,16,0,0,BIG
FATE,ECLOT,16,5,16,11,0,0,FATE
Espada,Galaxy Racer,16,8,22,19,0,0,Espada
100PG,MAJESTY,16,12,16,7,0,0,100PG
ETHEREAL,Invictus Int,5,16,16,7,16,11,ETHEREAL
Nemiga,x6tence,11,16,13,16,0,0,x6tence
AVEZ,Izako Boars,16,6,16,1,0,0,AVEZ
Invictus,ViCi,13,16,15,19,0,0,ViCi
TeamOne,Positive Vibes Only,16,8,1,0,0,0,TeamOne
Ze Pug Godz,Kinship,16,1,19,15,0,0,Ze Pug Godz
Ze Pug Godz,Chaos,15,19,16,10,13,16,Chaos
RBG,New England Whalers,16,3,14,16,6,16,New England Whalers
OG,Heroic,3,16,14,16,0,0,Heroic
Conquer,omeN attiH,16,5,12,16,16,8,Conquer
Rebirth,Yeah,0,1,0,0,0,0,Yeah
Lilmix,Vinkelparty,16,8,16,13,0,0,Lilmix
Movistar Riders,Galaxy Racer,9,16,8,16,0,0,Galaxy Racer
PACT,x6tence,16,12,11,16,16,13,PACT
SG.pro,Cyber Legacy,12,16,13,16,0,0,Cyber Legacy
Giants,forZe,10,16,12,16,0,0,forZe
Invictus Int,CR4ZY,16,10,16,11,0,0,Invictus Int
BIG,OG,9,16,16,10,16,14,BIG
Vinkelparty,omeN attiH,16,6,16,14,0,0,Vinkelparty
Espada,Apeks,13,16,16,8,16,14,Espada
Lilmix,Conquer,16,10,16,7,0,0,Lilmix
TYLOO,ViCi,8,16,16,3,16,13,TYLOO
Secret,Nordavind,16,14,12,16,12,16,Nordavind
K23,HellRaisers,16,13,16,13,0,0,K23
Complexity,Heroic,16,4,7,16,15,19,Heroic
ETHEREAL,forZe,10,16,14,16,0,0,forZe
Izako Boars,Budapest Five,19,15,16,7,0,0,Izako Boars
Global,Invictus,11,16,16,12,2,16,Invictus
AVEZ,Nordavind,16,4,16,11,0,0,AVEZ
TeamOne,RBG,25,23,16,6,0,0,TeamOne
Positive Vibes Only,New England Whalers,16,14,16,8,0,0,Positive Vibes Only
Kinship,Yeah,16,4,11,16,16,11,Kinship
Ze Pug Godz,Rebirth,6,16,16,8,16,11,Ze Pug Godz
Santos,Neverest,12,16,8,16,0,0,Neverest
FATE,Galaxy Racer,8,16,16,19,0,0,Galaxy Racer
Liquid,TeamOne,16,12,16,5,0,0,Liquid
x6tence,Heroic,7,16,7,16,0,0,Heroic
K23,Invictus Int,16,12,16,9,0,0,K23
HellRaisers,CR4ZY,16,9,16,9,0,0,HellRaisers
HONORIS,Galaxy Racer,11,16,16,13,9,16,Galaxy Racer
Nordavind,FATE,16,5,2,16,22,19,Nordavind
Tikitakan,AVEZ,6,16,10,16,0,0,AVEZ
OG,PACT,9,16,16,3,16,4,OG
FURIA,Chaos,16,8,16,11,0,0,FURIA
ETHEREAL,SG.pro,4,16,16,8,16,8,ETHEREAL
Movistar Riders,K23,5,16,16,14,12,16,K23
Cyber Legacy,forZe,9,16,8,16,0,0,forZe
Budapest Five,Dignitas,16,8,16,6,0,0,Budapest Five
Sprout,Nemiga,7,16,16,9,16,11,Sprout
ViCi,Invictus,16,4,16,8,0,0,ViCi
Dignitas,Apeks,16,12,7,16,12,16,Apeks
Budapest Five,GamerLegion,12,16,16,7,16,11,Budapest Five
ORDER,Rooster,12,16,16,12,16,12,ORDER
Paradox,TRUCKERS WITH ATTITUDE,7,16,16,6,13,16,TRUCKERS WITH ATTITUDE
Bantz,Ground Zero,16,8,14,16,16,2,Bantz
TYLOO,Global,16,5,16,7,0,0,TYLOO
ImPerium,Addice,16,10,16,13,0,0,ImPerium
PACT,AVEZ,16,19,16,10,7,16,AVEZ
Kinship,ImPerium,16,8,16,7,0,0,Kinship
Evidence,Havan Liberty,3,16,9,16,0,0,Havan Liberty
Positive Vibes Only,Boomers,16,5,16,5,0,0,Positive Vibes Only
Cloud9,Chaos,8,16,17,19,0,0,Chaos
Ze Pug Godz,Chaos,11,16,19,17,16,4,Ze Pug Godz
AVEZ,Movistar Riders,15,19,16,3,12,16,Movistar Riders
100PG,Cyber Legacy,8,16,8,16,0,0,Cyber Legacy
Cloud9,TeamOne,13,16,19,16,14,16,TeamOne
PACT,lvlUP,16,9,19,15,0,0,PACT
Winstrike,c0ntact,16,10,11,16,6,16,c0ntact
Quest,Invictus Int,13,16,2,16,0,0,Invictus Int
forZe,OG,14,16,10,16,0,0,OG
Wisla Krakow,Copenhagen Flames,12,16,12,16,0,0,Copenhagen Flames
x6tence,HONORIS,16,9,16,11,0,0,x6tence
SKADE,Copenhagen Flames,9,16,16,14,16,6,SKADE
Endpoint,Heroic,3,16,14,16,0,0,Heroic
Wisla Krakow,BIG Academy,16,11,3,16,16,3,Wisla Krakow
TRUCKERS WITH ATTITUDE,AVANT,16,6,10,16,8,16,AVANT
Copenhagen Flames,BIG Academy,16,9,16,11,0,0,Copenhagen Flames
Wisla Krakow,SKADE,14,16,10,16,0,0,SKADE
Espada,Singularity,16,7,16,7,0,0,Espada
Galaxy Racer,PACT,16,14,16,19,14,16,PACT
Ze Pug Godz,Chaos,12,16,15,19,0,0,Chaos
Singularity,Izako Boars,16,13,17,19,22,25,Izako Boars
Espada,Winstrike,5,16,16,9,16,10,Espada
Positive Vibes Only,Cloud9,7,16,5,16,0,0,Cloud9
FURIA,TeamOne,16,9,9,16,16,7,FURIA
Lyngby Vikings,x6tence,13,16,11,16,0,0,x6tence
forZe,Endpoint,16,12,16,5,0,0,forZe
Rooster,AVANT,8,16,16,13,16,14,Rooster
Complexity,OG,16,14,16,13,0,0,Complexity
Izako Boars,Apeks,16,10,16,9,0,0,Izako Boars
Dignitas,Secret,16,14,8,16,6,16,Secret
Apeks,Singularity,16,9,11,16,17,19,Singularity
Paradox,TRUCKERS WITH ATTITUDE,4,16,25,23,12,16,TRUCKERS WITH ATTITUDE
Tenerife Titans,Izako Boars,5,16,9,16,0,0,Izako Boars
Izako Boars,Singularity,14,16,16,14,10,16,Singularity
Tenerife Titans,Apeks,16,8,9,16,7,16,Apeks
Rebirth,Eros,16,8,12,16,16,12,Rebirth
Mike Tysons,RBG,9,16,3,16,0,0,RBG
Liquid,Chaos,16,11,16,8,0,0,Liquid
Ze Pug Godz,Triumph,19,17,16,19,16,1,Ze Pug Godz
Mustang Crew,SG.pro,14,16,9,16,0,0,SG.pro
New England Whalers,Cloud9,7,16,5,16,0,0,Cloud9
HellRaisers,Cyber Legacy,19,15,13,16,16,13,HellRaisers
Nexus,SJ,17,19,14,16,0,0,SJ
BIG,Heroic,16,14,16,10,0,0,BIG
AGO,HAVU,12,16,16,9,16,7,AGO
VERTEX,TRUCKERS WITH ATTITUDE,16,13,8,16,13,16,TRUCKERS WITH ATTITUDE
SJ,Tikitakan,22,19,5,16,22,19,SJ
HellRaisers,Nexus,16,14,16,14,0,0,HellRaisers
Ground Zero,Paradox,5,16,12,16,0,0,Paradox
Tikitakan,Nexus,10,16,16,10,12,16,Nexus
HellRaisers,SJ,16,11,8,16,16,4,HellRaisers
Cloud9,Yeah,16,12,16,10,0,0,Cloud9
TeamOne,Positive Vibes Only,4,16,16,2,7,16,Positive Vibes Only
Yeah,Cloud9,20,22,17,19,0,0,Cloud9
Nordavind,Movistar Riders,16,11,14,16,16,19,Movistar Riders
forZe,Spirit,16,13,5,16,16,9,forZe
Lilmix,KOVA,7,16,16,13,9,16,KOVA
KOVA,lvlUP,5,16,16,4,25,23,KOVA
Endpoint,MAD Lions,0,16,16,8,16,14,Endpoint
Lilmix,Galaxy Racer,10,16,14,16,0,0,Galaxy Racer
Giants,Syman,10,16,12,16,0,0,Syman
AVANT,Paradox,9,16,16,19,0,0,Paradox
Galaxy Racer,lvlUP,22,19,13,16,16,13,Galaxy Racer
Ground Zero,Rooster,5,16,20,22,0,0,Rooster
Lilmix,KOVA,16,9,16,13,0,0,Lilmix
Chaos,New England Whalers,14,16,16,10,19,17,Chaos
Cloud9,TeamOne,19,15,4,16,5,16,TeamOne
Dignitas,forZe,7,16,14,16,0,0,forZe
TeamOne,Ze Pug Godz,4,16,16,13,22,25,Ze Pug Godz
FURIA,Yeah,16,2,16,14,0,0,FURIA
forZe,lvlUP,16,12,19,17,0,0,forZe
OG,Spirit,16,11,11,16,16,12,OG
AVEZ,Dignitas,9,16,20,22,0,0,Dignitas
Complexity,forZe,16,11,17,19,16,8,Complexity
D13,Invictus,10,16,15,19,0,0,Invictus
ViCi,Bren,19,17,16,4,0,0,ViCi
Invictus,JMT,10,16,16,10,16,13,Invictus
AVANT,ORDER,16,13,16,7,0,0,AVANT
Beyond,Bren,16,7,7,16,12,16,Bren
TIGER,D13,16,5,14,16,13,16,D13
ViCi,HZ,16,13,16,11,0,0,ViCi
Triumph,Chaos,6,16,2,16,0,0,Chaos
paiN,RED Canids,16,8,10,16,10,16,RED Canids
EURONICS,9INE,6,16,12,16,0,0,9INE
Dignitas,Syman,9,16,16,11,16,6,Dignitas
Liquid,Ze Pug Godz,16,5,16,10,0,0,Liquid
Wygers,AVEZ,16,12,10,16,13,16,AVEZ
Izako Boars,lvlUP,14,16,10,16,0,0,lvlUP
Heroic,MAD Lions,16,8,16,9,0,0,Heroic
TYLOO,Lynn Vision,16,10,16,19,16,6,TYLOO
HellRaisers,AVEZ,16,13,9,16,8,16,AVEZ
BIG,Endpoint,13,16,22,18,16,3,BIG
Checkmate,Bren,6,16,16,12,10,16,Bren
Renegades,ORDER,16,10,19,17,0,0,Renegades
Lynn Vision,OneThree,16,13,7,16,16,11,Lynn Vision
Apeks,forZe,14,16,16,7,13,16,forZe
Rooster,AVANT,16,9,13,16,10,16,AVANT
D13,ZIGMA,6,16,16,4,16,14,D13
OneThree,TYLOO,14,16,14,16,0,0,TYLOO
JMT,Checkmate,16,13,16,8,0,0,JMT
HZ,Bren,16,8,16,13,0,0,HZ
9z,Redemption POA,14,16,16,19,0,0,Redemption POA
AVEZ,Heretics,5,16,16,12,13,16,Heretics
CeX,EURONICS,9,16,16,13,16,9,CeX
Syman,Winstrike,16,10,16,4,0,0,Syman
9INE,BENELUX5,16,3,16,14,0,0,9INE
GamerLegion,Winstrike,16,11,10,16,6,16,Winstrike
EURONICS,Elites,16,9,10,16,16,8,EURONICS
BENELUX5,Heretics,7,16,16,12,6,16,Heretics
AVEZ,9INE,16,13,16,9,0,0,AVEZ
Wygers,CeX,10,16,7,16,0,0,CeX
Galaxy Racer,AGO,14,16,9,16,0,0,AGO
Syman,lvlUP,5,16,13,16,0,0,lvlUP
Lynn Vision,Let's Quit,16,6,7,16,16,14,Lynn Vision
ORDER,AVANT,16,11,16,5,0,0,ORDER
TYLOO,Let's Quit,16,12,16,4,0,0,TYLOO
Renegades,Rooster,16,10,9,16,16,5,Renegades
OneThree,Lynn Vision,16,14,16,10,0,0,OneThree
Redemption POA,Paquet�,16,14,13,16,16,14,Redemption POA
9z,River Plate,16,9,14,16,16,11,9z
AVEZ,SG.pro,10,16,16,13,16,11,AVEZ
HONORIS,SG.pro,7,16,16,14,9,16,SG.pro
AGO,Sprout,11,16,14,16,0,0,Sprout
AVEZ,forZe,16,14,11,16,9,16,forZe
River Plate,Coscu Army,6,16,16,5,16,13,River Plate
9z,Meta,16,12,16,7,0,0,9z
Izako Boars,BLUEJAYS,16,7,12,16,16,7,Izako Boars
BLUEJAYS,Singularity,16,11,16,14,0,0,BLUEJAYS
Izako Boars,Dignitas,11,16,7,16,0,0,Dignitas
Gambit Youngsters,Syman,16,6,16,6,0,0,Gambit Youngsters
Winstrike,Syman,19,22,20,22,0,0,Syman
LDLC,Gambit Youngsters,7,16,11,16,0,0,Gambit Youngsters
Apeks,Budapest Five,16,14,16,4,0,0,Apeks
Budapest Five,Lyngby Vikings,14,16,16,11,16,12,Budapest Five
HellRaisers,Apeks,5,16,16,13,16,13,HellRaisers
Nordavind,Gambit Youngsters,13,16,7,16,0,0,Gambit Youngsters
Endpoint,LDLC,5,16,9,16,0,0,LDLC
Hard Legion,Syman,3,16,16,12,5,16,Syman
Winstrike,Izako Boars,16,8,22,19,0,0,Winstrike
NAVI Junior,Gambit Youngsters,6,16,3,16,0,0,Gambit Youngsters
Tikitakan,Gambit Youngsters,3,16,8,16,0,0,Gambit Youngsters
Nordavind,NAVI Junior,14,16,9,16,0,0,NAVI Junior
LDLC,SG.pro,16,12,14,16,16,8,LDLC
Gambit Youngsters,ALTERNATE aTTaX,16,5,16,7,0,0,Gambit Youngsters
AVEZ,Izako Boars,16,19,16,14,12,16,Izako Boars
Syman,Tikitakan,16,11,12,16,16,12,Syman
Chaos,Positive Vibes Only,16,11,6,16,16,5,Chaos
Ze Pug Godz,Positive Vibes Only,13,16,16,6,12,16,Positive Vibes Only
paiN,BOOM,12,16,8,16,0,0,BOOM
TeamOne,Chaos,8,16,6,16,0,0,Chaos
Positive Vibes Only,Yeah,16,13,22,20,0,0,Positive Vibes Only
Chaos,RBG,14,16,16,2,16,11,Chaos
New England Whalers,TeamOne,5,16,11,16,0,0,TeamOne
Ze Pug Godz,AA,16,7,16,4,0,0,Ze Pug Godz
Gambit Youngsters,BLUEJAYS,16,8,16,12,0,0,Gambit Youngsters
eXploit,FTW,13,16,16,7,16,12,eXploit
NAVI Junior,ALTERNATE aTTaX,16,13,16,1,0,0,NAVI Junior
HONORIS,Tikitakan,13,16,10,16,0,0,Tikitakan
Ignis,CRNB,16,7,16,12,0,0,Ignis
Nordavind,GamerLegion,13,16,16,13,19,16,Nordavind
RED Canids,BOOM,8,16,9,16,0,0,BOOM
BLUEJAYS,Budapest Five,16,12,16,14,0,0,BLUEJAYS
W7M,paiN,4,16,10,16,0,0,paiN
Budapest Five,Lyngby Vikings,13,16,16,7,16,14,Budapest Five
ALTERNATE aTTaX,BLUEJAYS,16,5,16,14,0,0,ALTERNATE aTTaX
Hard Legion,Cyber Legacy,16,19,16,4,4,16,Cyber Legacy
Gambit Youngsters,NAVI Junior,16,14,16,10,0,0,Gambit Youngsters
Syman,Tikitakan,8,16,14,16,0,0,Tikitakan
Tikitakan,Hard Legion,9,16,16,9,16,11,Tikitakan
Syman,GamerLegion,7,16,17,19,0,0,GamerLegion
Isurus,paiN,10,16,13,16,0,0,paiN
AVEZ,NAVI Junior,6,16,11,16,0,0,NAVI Junior
Keyd,BOOM,4,16,8,16,0,0,BOOM
NAVI Junior,Apeks,16,10,16,14,0,0,NAVI Junior
Bravos,paiN,2,16,10,16,0,0,paiN
Gambit Youngsters,AVEZ,16,8,16,4,0,0,Gambit Youngsters
SG.pro,BIG Academy,16,13,11,16,16,8,SG.pro
Asterius,BOOM,3,16,6,16,0,0,BOOM
CR4ZY,Tikitakan,16,8,8,16,19,22,Tikitakan
ALTERNATE aTTaX,GamerLegion,13,16,16,14,16,12,ALTERNATE aTTaX
SG.pro,Nordavind,13,16,5,16,0,0,Nordavind
SG.pro,HONORIS,12,16,4,16,0,0,HONORIS
CR4ZY,Nordavind,3,16,12,16,0,0,Nordavind
Tikitakan,AVEZ,10,16,13,16,0,0,AVEZ
LDLC,GamerLegion,16,14,16,11,0,0,LDLC
BIG Academy,Izako Boars,7,16,14,16,0,0,Izako Boars
selectah,SG.pro,10,16,16,13,6,16,SG.pro
CR4ZY,lvlUP,28,25,9,16,19,15,CR4ZY
Excellency,ALTERNATE aTTaX,9,16,11,16,0,0,ALTERNATE aTTaX
Tikitakan,Gambit Youngsters,10,16,13,16,0,0,Gambit Youngsters
Syman,AVEZ,13,16,22,19,16,14,Syman
Excellency,BIG Academy,16,13,10,16,12,16,BIG Academy
ALTERNATE aTTaX,Izako Boars,12,16,16,19,0,0,Izako Boars
GamerLegion,lvlUP,10,16,16,14,16,11,GamerLegion
CR4ZY,LDLC,5,16,6,16,0,0,LDLC
selectah,NAVI Junior,16,13,4,16,16,9,selectah
Illuminar,SG.pro,11,16,16,13,12,16,SG.pro
Redemption POA,Imperial,16,8,16,13,0,0,Redemption POA
SWS,Paquet�,16,12,8,16,7,16,Paquet�
AVEZ,BIG Academy,16,6,8,16,16,12,AVEZ
Izako Boars,Gambit Youngsters,10,16,10,16,0,0,Gambit Youngsters
Tikitakan,ALTERNATE aTTaX,19,17,16,9,0,0,Tikitakan
Syman,Excellency,16,7,16,8,0,0,Syman
lvlUP,NAVI Junior,16,14,12,16,16,10,lvlUP
SG.pro,LDLC,8,16,17,19,0,0,LDLC
Illuminar,CR4ZY,6,16,20,22,0,0,CR4ZY
GamerLegion,selectah,16,8,16,10,0,0,GamerLegion
NAVI Junior,BIG Academy,16,4,3,16,12,16,BIG Academy
Gambit Youngsters,LDLC,16,9,22,20,0,0,Gambit Youngsters
selectah,Excellency,11,16,16,13,11,16,Excellency
ALTERNATE aTTaX,CR4ZY,19,16,16,14,0,0,ALTERNATE aTTaX
Illuminar,Tikitakan,11,16,13,16,0,0,Tikitakan
Syman,GamerLegion,16,5,16,13,0,0,Syman
AVEZ,lvlUP,16,8,3,16,16,6,AVEZ
SG.pro,Izako Boars,9,16,14,16,0,0,Izako Boars
Levitate,Ze Pug Godz,8,16,10,16,0,0,Ze Pug Godz
9z,Rensga,19,15,9,16,16,10,9z
CLG Red,Dignitas fe,16,13,9,16,19,15,CLG Red
Ze Pug Godz,New England Whalers,16,12,10,16,22,19,Ze Pug Godz
Triumph,Levitate,16,3,14,16,13,16,Levitate
Yeah,New England Whalers,14,16,21,25,0,0,New England Whalers
Dignitas fe,Able White,16,3,16,2,0,0,Dignitas fe
TeamOne,Levitate,12,16,12,16,0,0,Levitate
Ze Pug Godz,RBG,16,5,16,6,0,0,Ze Pug Godz
Triumph,Swedish Canadians,16,7,16,7,0,0,Triumph
LDLC,Gambit Youngsters,16,12,10,16,5,16,Gambit Youngsters
NAVI Junior,ETHEREAL,16,4,16,6,0,0,NAVI Junior
1WIN,Cyber Legacy,6,16,16,5,8,16,Cyber Legacy
Gambit Youngsters,Syman,16,12,16,11,0,0,Gambit Youngsters
LDLC,CR4ZY,16,9,16,6,0,0,LDLC
That's what she said,Able White,16,10,10,16,6,16,Able White
Dignitas fe,CLG Red,13,16,14,16,0,0,CLG Red
silhouette,Able White,16,5,8,16,5,16,Able White
FATE,AGF,6,16,16,10,16,14,FATE
Syman,AVEZ,9,16,16,9,16,9,Syman
Dangerous Game,That's what she said,2,16,10,16,0,0,That's what she said
Gambit Youngsters,Lyngby Vikings,16,8,16,11,0,0,Gambit Youngsters
CR4ZY,NAVI Junior,9,16,16,11,16,13,CR4ZY
Illuminar,LDLC,17,19,11,16,0,0,LDLC
CLG Red,That's what she said,16,4,16,3,0,0,CLG Red
Dignitas fe,Able White,16,9,16,7,0,0,Dignitas fe
silhouette,That's what she said,9,16,16,8,9,16,That's what she said
BLUEJAYS,Moscow Five Academy,16,11,19,16,0,0,BLUEJAYS
NAVI Junior,Izako Boars,16,6,16,4,0,0,NAVI Junior
AGF,Berzerk,16,2,16,9,0,0,AGF
Able White,Dangerous Game,16,8,16,10,0,0,Able White
Moscow Five Academy,CR4ZY,16,14,14,16,16,12,Moscow Five Academy
lvlUP,Izako Boars,12,16,19,22,0,0,Izako Boars
FATE,SJ,16,13,19,16,0,0,FATE
Syman,NAVI Junior,16,13,16,12,0,0,Syman
HONORIS,AVEZ,9,16,16,12,27,31,AVEZ
CR4ZY,AVEZ,16,9,14,16,16,12,CR4ZY
HONORIS,Singularity,16,7,14,16,16,6,HONORIS
BIG Academy,9INE,16,12,12,16,22,19,BIG Academy
AGF,Lilmix,13,16,16,13,16,7,AGF
Sinners,9INE,9,16,19,15,12,16,9INE
Nexus,BLUEJAYS,8,16,12,16,0,0,BLUEJAYS
LDLC,BIG Academy,16,5,16,7,0,0,LDLC
Paradox,TRUCKERS WITH ATTITUDE,16,3,16,9,0,0,Paradox
BIG Academy,9INE,14,16,16,14,16,11,BIG Academy
LDLC,Sinners,14,16,16,9,16,10,LDLC
PACT,Lyngby Vikings,7,16,14,16,0,0,Lyngby Vikings
Moscow Five Academy,Izako Boars,16,10,10,16,16,6,Moscow Five Academy
Lyngby Vikings,Illuminar,19,17,12,16,20,22,Illuminar
PACT,GamerLegion,16,5,17,19,22,20,PACT
SJ,ttc,16,9,19,16,0,0,SJ
FATE,Izako Boars,16,5,16,4,0,0,FATE
Excellency,Lilmix,11,16,16,11,16,14,Excellency
BLUEJAYS,Sinners,16,4,9,16,16,7,BLUEJAYS
Lyngby Vikings,Nexus,14,16,14,16,0,0,Nexus
Orgles5,Lilmix,12,16,11,16,0,0,Lilmix
Excellency,CR4ZY,1,16,11,16,0,0,CR4ZY
CR4ZY,Lilmix,8,16,16,4,16,6,CR4ZY
Orgles5,Excellency,12,16,14,16,0,0,Excellency
LDLC,FATE,16,14,16,11,0,0,LDLC
HONORIS,Excellency,16,13,7,16,16,9,HONORIS
FATE,Budapest Five,5,16,16,12,16,14,FATE
LDLC,Gambit Youngsters,9,16,3,16,0,0,Gambit Youngsters
Nexus,Berzerk,16,8,9,16,9,16,Berzerk
CR4ZY,Unicorns of Love,16,11,16,8,0,0,CR4ZY
Lyngby Vikings,Lilmix,12,16,16,7,7,16,Lilmix
lvlUP,Singularity,16,12,16,7,0,0,lvlUP
Izako Boars,Singularity,19,16,16,6,0,0,Izako Boars
AGF,BLUEJAYS,16,8,13,16,16,8,AGF
lvlUP,GRAFICIARZE,16,14,16,3,0,0,lvlUP
Singularity,GRAFICIARZE,16,11,16,4,0,0,Singularity
lvlUP,Izako Boars,11,16,11,16,0,0,Izako Boars
Budapest Five,ttc,9,16,10,16,0,0,ttc
Singularity,SJ,9,16,7,16,0,0,SJ
GamerLegion,HONORIS,16,13,16,12,0,0,GamerLegion
Unicorns of Love,Izako Boars,16,19,13,16,0,0,Izako Boars
Lyngby Vikings,HONORIS,12,16,20,22,0,0,HONORIS
GamerLegion,Tikitakan,11,16,8,16,0,0,Tikitakan
FATE,GameAgents,9,16,16,4,16,8,FATE
GamerLegion,HONORIS,16,9,16,12,0,0,GamerLegion
Lyngby Vikings,Tikitakan,14,16,6,16,0,0,Tikitakan
Triumph,Ze Pug Godz,16,8,17,19,5,16,Ze Pug Godz
Ze Pug Godz,New England Whalers,11,16,16,13,16,7,Ze Pug Godz
Yeah,Triumph,14,16,19,17,9,16,Triumph
New England Whalers,Levitate,16,5,13,16,19,16,New England Whalers
Triumph,AA,16,9,16,5,0,0,Triumph
Ze Pug Godz,Kinship,16,7,16,3,0,0,Ze Pug Godz
Yeah,Swedish Canadians,16,11,16,5,0,0,Yeah
HauntedFamily,Royalty,7,16,16,6,16,14,HauntedFamily
Illuminar,FATE,16,4,16,9,0,0,Illuminar
Originem,Galaxy Racer fe,16,11,16,13,0,0,Originem
FATE,ALTERNATE aTTaX,16,10,16,14,0,0,FATE
Bring Me The Horizon,Royalty,9,16,16,7,9,16,Royalty
Invictus,TYLOO,14,16,16,12,11,16,TYLOO
Galaxy Racer fe,DeftFox fe,16,13,16,14,0,0,Galaxy Racer fe
Hard Legion,Illuminar,9,16,4,16,0,0,Illuminar
Gucci Squad,HauntedFamily,16,14,14,16,17,19,HauntedFamily
ViCi,Beyond,16,9,16,3,0,0,ViCi
Arcane Wave,DeftFox fe,2,16,4,16,0,0,DeftFox fe
CR4ZY,ALTERNATE aTTaX,7,16,4,16,0,0,ALTERNATE aTTaX
Originem,Galaxy Racer fe,16,14,16,6,0,0,Originem
Singularity,Illuminar,8,16,13,16,0,0,Illuminar
SKADE fe,DeftFox fe,16,19,12,16,0,0,DeftFox fe
HellRaisers,Hard Legion,16,19,13,16,0,0,Hard Legion
TYLOO,Beyond,16,14,16,7,0,0,TYLOO
Arcane Wave,Giants fe,19,17,14,16,16,4,Arcane Wave
FATE,Gambit Youngsters,4,16,16,5,16,7,FATE
Invictus,ViCi,16,4,16,10,0,0,Invictus
Hard Legion,Syman,13,16,16,9,16,10,Hard Legion
Galaxy Racer fe,Giants fe,16,8,16,1,0,0,Galaxy Racer fe
SG.pro,Syman,16,6,11,16,12,16,Syman
Originem,DeftFox fe,19,16,16,11,0,0,Originem
TIGER,Beyond,14,16,19,16,12,16,Beyond
Hard Legion,ALTERNATE aTTaX,9,16,8,16,0,0,ALTERNATE aTTaX
SKADE fe,Giants fe,11,16,16,10,7,16,Giants fe
TYLOO,Divine Vendetta,16,13,16,7,0,0,TYLOO
Arcane Wave,DeftFox fe,8,16,5,16,0,0,DeftFox fe
ViCi,Lucid Dream,16,4,16,6,0,0,ViCi
Invictus,D13,16,4,16,14,0,0,Invictus
RBG,Third Impact,12,16,16,14,16,19,Third Impact
Gambit Youngsters,AVEZ,16,19,16,9,16,10,Gambit Youngsters
SAW,Secret,16,4,10,16,16,7,SAW
AVEZ,Lyngby Vikings,16,7,13,16,16,10,AVEZ
Illuminar,Gambit Youngsters,19,15,16,11,0,0,Illuminar
Mako,TRUCKERS WITH ATTITUDE,4,16,13,16,0,0,TRUCKERS WITH ATTITUDE
Rooster,Paradox,14,16,16,5,19,15,Rooster
AGF,CR4ZY,19,17,9,16,11,16,CR4ZY
Nexus,Giants,16,11,19,16,0,0,Nexus
HONORIS,CR4ZY,7,16,11,16,0,0,CR4ZY
ATK,Goliath,16,4,16,3,0,0,ATK
HellRaisers,AGF,16,7,19,16,0,0,HellRaisers
Hard Legion,Gambit Youngsters,9,16,9,16,0,0,Gambit Youngsters
Gambit Youngsters,ALTERNATE aTTaX,3,16,19,17,19,17,Gambit Youngsters
Hard Legion,AGF,16,9,19,16,0,0,Hard Legion
Thunder Logic,RBG,16,6,16,14,0,0,Thunder Logic
Third Impact,Lethal Divide,16,9,16,7,0,0,Third Impact
Singularity,PACT,9,16,16,12,16,12,Singularity
PACT,Budapest Five,16,6,25,28,22,18,PACT
Secret,Tricked,13,16,16,10,12,16,Tricked
Unicorns of Love,Giants,7,16,14,16,0,0,Giants
SAW,Nexus,19,16,8,16,16,6,SAW
